scientific-name,family-name,abundance
Asplenium ruta-muraria,polypodiacées,RR
Juniperus oxycedrus ssp. rufescens,cupressacées,R
Juniperus phoenica,cupressacées,C
Pinus halepensis,pinacées,CC
Ephedra altissima,ephedracées,C
Ephedra major,ephedracées,AC
Typha angustifolia ssp. australis,typhacées,CC
Potamogeton densus,potamogetonacées,AC
Potamogeton crispus,potamogetonacées,R
Ruppia maritima ssp. rostellata,ruppiacées,AC
Ruppia maritima ssp. drepanensis,ruppiacées,AC
Zannichellia palustris ssp. genuina,zannichelliacées,AC
Hyparrhenia hirta,graminées,CC
Echinochloa crus-galli,graminées,C
Echinochloa colona,graminées,C
Setaria verticillata ssp. verticillata,graminées,C
Phalaris brachystachys,graminées,C
Phalaris minor,graminées,C
Aristida pungens,graminées,AR
Aristida caerulescens,graminées,CC
Aristida ciiiata,graminées,AC
Aristida sahelica,graminées,AC
Aristida plumosa ssp. eu-plumosa,graminées,CC
Stipa retorta,graminées,C
Stipa tenacissima,graminées,CC
Stipa barbata,graminées,C
Stipa lagascae ssp. normalis,graminées,C
Oryzopsis miliacea,graminées,C
Oryzopsis caerulescens,graminées,C
Agrostis semiverticillata,graminées,C
Lagurus ovatus,graminées,CC
Eragrostis papposa,graminées,AC
Eragrostis cilianensis ssp. major,graminées,C
Cynodon dactylon,graminées,C
Arundo donax,graminées,C
Phragmites communis,graminées,C
Corynephorus articulatus ssp. eu-articulatus,graminées,AC
Avena breviaristata,graminées,R
Avena alba,graminées,CC
Avena sterilis ssp. macrocarpa,graminées,CC
Avena sterilis ssp. ludoviciana,graminées,CC
Gaudinia fragilis ssp. eu-fragilis,graminées,AC
Koeleria vallesiana,graminées,AC
Koeleria phleoides,graminées,CCC
Schismus barbatus ssp. perennis,graminées,C
Schismus barbatus ssp. calycinus,graminées,C
Ammochloa palaestina,graminées,AR
Echinaria capitata,graminées,C
Vulpiella stipoides,graminées,C
Cynosurus elegans ssp. aurasiacus,graminées,C
Cynosurus elegans ssp. obliquatus,graminées,C
Dactylis glomerata,graminées,C
AEluropus iittoraiis,graminées,C
Sclerochloa dura,graminées,C
Wangenheimia lima,graminées,AC
Poa trivialis,graminées,C
Poa annua ssp. typica,graminées,C
Poa nemoralis ssp. eu-nemoralis,graminées,RR
Puccinellia distans ssp. eu-distans,graminées,C
Festuca deserti ssp. aurasiaca,graminées,R
Vulpia sicula var. setacca,graminées,C
Nardurus cynosuroides,graminées,AC
Nardurus maritimus,graminées,AR
Bromus erectus,graminées,AC
Bromus rubens ssp. eu-rubens,graminées,AC
Bromus hordaceus ssp. mollis,graminées,C
Bromus squarrosus,graminées,
Brachypodium distachyum,graminées,CC
Lolium rigidum,graminées,C
Lolium multiflorum ssp. gaudini,graminées,CC
Psilurus incurvus,graminées,R
Agropyropsis lolium,graminées,AC
Agropyron orientale ssp. eu-orientale,graminées,AC
Hordeum nodosum,graminées,R
Hordeum murinum ssp. leporinum,graminées,CC
Cyperus fuscus,cyperacées,C
Cyperus laevigatus ssp. distachyos,cyperacées,AC
Cyperus rotundus ssp. eu-rotundus,cyperacées,C
Cyperus longus ssp. badius,cyperacées,C
Scirpus holoschoenus,cyperacées,CC
Scirpus maritimus,cyperacées,CC
Schoenus nigricans,cyperacées,AC
Carex divisa,cyperacées,C
Carex hispida,cyperacées,C
Carex flacca,cyperacées,AC
Phoenix dactylifera,palmées,C
Juncus acutus,juncacées,CC
Juncus maritimus,juncacées,CC
Juncus punctorius var. mauritanicus,juncacées,R
Juncus fontanesii,juncacées,C
Juncus bufonius ssp. eu-bufonius,juncacées,AC
Juncus compressus ssp. gerardi,juncacées,C
Colchicum triphyllum,liliacées,AC
